File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_006__250m_16_days_NDVI_doy2000049_aid0001,_250m_16_days_NDVI,aid0001,2000-02-18,75210.0,-0.0716,0.9995,"(-0.0716,0.9995)",0.3993807,0.2355629,0.0554899,0.5707,0.9995,0.4084,-0.0716,0.2029
MOD13Q1_006__250m_16_days_NDVI_doy2000065_aid0001,_250m_16_days_NDVI,aid0001,2000-03-05,75884.0,-0.011,0.9992,"(-0.011,0.9992)",0.5568337,0.2083997,0.0434304,0.7229,0.9992,0.5752,0.0066,0.4363
MOD13Q1_006__250m_16_days_NDVI_doy2000081_aid0001,_250m_16_days_NDVI,aid0001,2000-03-21,76411.0,0.0167,0.9954,"(0.0167,0.9954)",0.6497888,0.1358511,0.0184555,0.7646,0.9954,0.6641,0.2419,0.5555
MOD13Q1_006__250m_16_days_NDVI_doy2000097_aid0001,_250m_16_days_NDVI,aid0001,2000-04-06,75685.0,0.005,0.9993,"(0.005,0.9993)",0.5066092,0.2066721,0.0427134,0.6562,0.9993,0.5194,0.005,0.3737
MOD13Q1_006__250m_16_days_NDVI_doy2000113_aid0001,_250m_16_days_NDVI,aid0001,2000-04-22,76503.0,0.0887,0.899,"(0.0887,0.899)",0.6107267,0.1495072,0.0223524,0.7522,0.899,0.6071,0.0887,0.4806
MOD13Q1_006__250m_16_days_NDVI_doy2000129_aid0001,_250m_16_days_NDVI,aid0001,2000-05-08,76488.0,0.1908,0.9684,"(0.1908,0.9684)",0.6034315,0.1441118,0.0207682,0.7372,0.9684,0.5986,0.1908,0.4792
MOD13Q1_006__250m_16_days_NDVI_doy2000145_aid0001,_250m_16_days_NDVI,aid0001,2000-05-24,76503.0,0.1728,0.9463,"(0.1728,0.9463)",0.5890405,0.1514846,0.0229476,0.7265,0.9463,0.5855,0.1728,0.4602
MOD13Q1_006__250m_16_days_NDVI_doy2000161_aid0001,_250m_16_days_NDVI,aid0001,2000-06-09,76481.0,0.1615,0.9839,"(0.1615,0.9839)",0.5696179,0.1482075,0.0219655,0.6974,0.9839,0.5674,0.1615,0.4469
MOD13Q1_006__250m_16_days_NDVI_doy2000177_aid0001,_250m_16_days_NDVI,aid0001,2000-06-25,76495.0,0.1465,0.9207,"(0.1465,0.9207)",0.529136,0.1574481,0.0247899,0.6608,0.9207,0.5267,0.1465,0.4022
MOD13Q1_006__250m_16_days_NDVI_doy2000193_aid0001,_250m_16_days_NDVI,aid0001,2000-07-11,76499.0,0.1349,0.9026,"(0.1349,0.9026)",0.5263912,0.1546619,0.0239203,0.6515,0.9026,0.5267,0.1349,0.4046
MOD13Q1_006__250m_16_days_NDVI_doy2000209_aid0001,_250m_16_days_NDVI,aid0001,2000-07-27,76503.0,0.1537,0.8623,"(0.1537,0.8623)",0.5082914,0.1459927,0.0213139,0.6245,0.8623,0.5064,0.1537,0.3942
MOD13Q1_006__250m_16_days_NDVI_doy2000225_aid0001,_250m_16_days_NDVI,aid0001,2000-08-12,76503.0,0.1492,0.9083,"(0.1492,0.9083)",0.51198,0.1447055,0.0209397,0.6226,0.9083,0.5154,0.1492,0.4012
MOD13Q1_006__250m_16_days_NDVI_doy2000241_aid0001,_250m_16_days_NDVI,aid0001,2000-08-28,76503.0,0.1563,0.9139,"(0.1563,0.9139)",0.4890131,0.1408025,0.0198253,0.5945,0.9139,0.4882,0.1563,0.3796
MOD13Q1_006__250m_16_days_NDVI_doy2000257_aid0001,_250m_16_days_NDVI,aid0001,2000-09-13,76503.0,0.1678,0.9983,"(0.1678,0.9983)",0.5252792,0.1378131,0.0189925,0.6333,0.9475,0.5263,0.1678,0.4188
MOD13Q1_006__250m_16_days_NDVI_doy2000273_aid0001,_250m_16_days_NDVI,aid0001,2000-09-29,76479.0,0.0194,0.9839,"(0.0194,0.9839)",0.5398965,0.1552603,0.0241057,0.6664,0.9839,0.5364,0.039,0.4152
MOD13Q1_006__250m_16_days_NDVI_doy2000289_aid0001,_250m_16_days_NDVI,aid0001,2000-10-15,75956.0,-0.0152,0.9986,"(-0.0152,0.9986)",0.5029893,0.1921524,0.0369226,0.6503,0.9986,0.5148,0.0058,0.3854
MOD13Q1_006__250m_16_days_NDVI_doy2000305_aid0001,_250m_16_days_NDVI,aid0001,2000-10-31,76436.0,0.0387,0.9977,"(0.0387,0.9977)",0.566723,0.1521423,0.0231473,0.6939,0.9977,0.56165,0.0771,0.446
MOD13Q1_006__250m_16_days_NDVI_doy2000321_aid0001,_250m_16_days_NDVI,aid0001,2000-11-16,76373.0,0.0173,0.9986,"(0.0173,0.9986)",0.5942351,0.1497776,0.0224333,0.7244,0.9986,0.5922,0.0997,0.4743
MOD13Q1_006__250m_16_days_NDVI_doy2000337_aid0001,_250m_16_days_NDVI,aid0001,2000-12-02,75938.0,-0.0112,0.9987,"(-0.0112,0.9987)",0.5300221,0.203846,0.0415532,0.689,0.9987,0.5508,-0.0112,0.3856
MOD13Q1_006__250m_16_days_NDVI_doy2000353_aid0001,_250m_16_days_NDVI,aid0001,2000-12-18,76503.0,0.0709,0.9993,"(0.0709,0.9993)",0.6472159,0.1425529,0.0203213,0.7749,0.9993,0.6481,0.1665,0.5315
MOD13Q1_006__250m_16_days_NDVI_doy2001001_aid0001,_250m_16_days_NDVI,aid0001,2001-01-01,76353.0,0.0396,0.9995,"(0.0396,0.9995)",0.6302909,0.1465424,0.0214747,0.7522,0.9995,0.6296,0.1911,0.5277
MOD13Q1_006__250m_16_days_NDVI_doy2001017_aid0001,_250m_16_days_NDVI,aid0001,2001-01-17,74772.0,-0.0071,0.9993,"(-0.0071,0.9993)",0.5023389,0.2185565,0.0477669,0.667,0.9993,0.51915,-0.0071,0.3505
MOD13Q1_006__250m_16_days_NDVI_doy2001033_aid0001,_250m_16_days_NDVI,aid0001,2001-02-02,76054.0,0.0058,0.9969,"(0.0058,0.9969)",0.5872493,0.1824833,0.0333002,0.7352,0.9969,0.59,0.0786,0.4725
MOD13Q1_006__250m_16_days_NDVI_doy2001049_aid0001,_250m_16_days_NDVI,aid0001,2001-02-18,76128.0,0.0082,0.9942,"(0.0082,0.9942)",0.5593656,0.1938226,0.0375672,0.703325,0.9942,0.5868,0.1196,0.4698
MOD13Q1_006__250m_16_days_NDVI_doy2001065_aid0001,_250m_16_days_NDVI,aid0001,2001-03-06,76041.0,0.0074,0.9985,"(0.0074,0.9985)",0.5759784,0.170135,0.0289459,0.7141,0.9985,0.584,0.0917,0.4651
MOD13Q1_006__250m_16_days_NDVI_doy2001081_aid0001,_250m_16_days_NDVI,aid0001,2001-03-22,76383.0,0.0076,0.9989,"(0.0076,0.9989)",0.4837354,0.1835384,0.0336864,0.6275,0.9989,0.4768,0.0076,0.3556
MOD13Q1_006__250m_16_days_NDVI_doy2001097_aid0001,_250m_16_days_NDVI,aid0001,2001-04-07,75866.0,-0.0073,0.9983,"(-0.0073,0.9983)",0.5739692,0.184022,0.0338641,0.715,0.9983,0.586,0.0876,0.464
MOD13Q1_006__250m_16_days_NDVI_doy2001113_aid0001,_250m_16_days_NDVI,aid0001,2001-04-23,76503.0,0.1746,0.9419,"(0.1746,0.9419)",0.6149493,0.1335061,0.0178239,0.7349,0.9419,0.6132,0.1746,0.5047
MOD13Q1_006__250m_16_days_NDVI_doy2001129_aid0001,_250m_16_days_NDVI,aid0001,2001-05-09,76322.0,0.0174,0.9992,"(0.0174,0.9992)",0.6166015,0.1531662,0.0234599,0.749,0.9992,0.6224,0.1394,0.5051
MOD13Q1_006__250m_16_days_NDVI_doy2001145_aid0001,_250m_16_days_NDVI,aid0001,2001-05-25,76501.0,0.1751,0.9773,"(0.1751,0.9773)",0.586428,0.1400588,0.0196165,0.7101,0.9773,0.5843,0.1751,0.4687
MOD13Q1_006__250m_16_days_NDVI_doy2001161_aid0001,_250m_16_days_NDVI,aid0001,2001-06-10,76503.0,0.1695,0.8673,"(0.1695,0.8673)",0.595736,0.1392213,0.0193826,0.7192,0.8673,0.5931,0.1695,0.482
MOD13Q1_006__250m_16_days_NDVI_doy2001177_aid0001,_250m_16_days_NDVI,aid0001,2001-06-26,76503.0,0.1356,0.8854,"(0.1356,0.8854)",0.5290117,0.159352,0.0253931,0.6605,0.8854,0.5274,0.1356,0.4055
MOD13Q1_006__250m_16_days_NDVI_doy2001193_aid0001,_250m_16_days_NDVI,aid0001,2001-07-12,76492.0,0.1368,0.896,"(0.1368,0.896)",0.5120043,0.155519,0.0241862,0.6348,0.896,0.51,0.1368,0.3942
MOD13Q1_006__250m_16_days_NDVI_doy2001209_aid0001,_250m_16_days_NDVI,aid0001,2001-07-28,76503.0,0.1386,0.8772,"(0.1386,0.8772)",0.4885101,0.1502281,0.0225685,0.6027,0.8772,0.4849,0.1386,0.3751
MOD13Q1_006__250m_16_days_NDVI_doy2001225_aid0001,_250m_16_days_NDVI,aid0001,2001-08-13,76503.0,0.1316,0.9872,"(0.1316,0.9872)",0.4590734,0.1427815,0.0203866,0.5603,0.8665,0.4565,0.1316,0.35365
MOD13Q1_006__250m_16_days_NDVI_doy2001241_aid0001,_250m_16_days_NDVI,aid0001,2001-08-29,76503.0,0.1168,0.9344,"(0.1168,0.9344)",0.4734999,0.1351633,0.0182691,0.5703,0.86,0.4789,0.1168,0.3755
MOD13Q1_006__250m_16_days_NDVI_doy2001257_aid0001,_250m_16_days_NDVI,aid0001,2001-09-14,76485.0,0.0559,0.9867,"(0.0559,0.9867)",0.4797465,0.1478337,0.0218548,0.5882,0.9196,0.4844,0.0559,0.3664
MOD13Q1_006__250m_16_days_NDVI_doy2001273_aid0001,_250m_16_days_NDVI,aid0001,2001-09-30,76069.0,-0.0371,0.9991,"(-0.0371,0.9991)",0.4620616,0.1626144,0.0264434,0.5769,0.9216,0.4656,0.0159,0.3464
MOD13Q1_006__250m_16_days_NDVI_doy2001289_aid0001,_250m_16_days_NDVI,aid0001,2001-10-16,76175.0,0.0177,0.9993,"(0.0177,0.9993)",0.513327,0.1463661,0.021423,0.6181,0.921,0.5192,0.113,0.416
MOD13Q1_006__250m_16_days_NDVI_doy2001305_aid0001,_250m_16_days_NDVI,aid0001,2001-11-01,76476.0,0.0398,0.986,"(0.0398,0.986)",0.5872152,0.1301487,0.0169387,0.6944,0.986,0.5866,0.1637,0.4807
MOD13Q1_006__250m_16_days_NDVI_doy2001321_aid0001,_250m_16_days_NDVI,aid0001,2001-11-17,75494.0,-0.0497,0.999,"(-0.0497,0.999)",0.4829919,0.2129095,0.0453305,0.6527,0.999,0.4803,-0.0497,0.325
MOD13Q1_006__250m_16_days_NDVI_doy2001337_aid0001,_250m_16_days_NDVI,aid0001,2001-12-03,75927.0,-0.0325,0.9967,"(-0.0325,0.9967)",0.5193308,0.2010192,0.0404087,0.6728,0.9967,0.5257,-0.0132,0.398
MOD13Q1_006__250m_16_days_NDVI_doy2001353_aid0001,_250m_16_days_NDVI,aid0001,2001-12-19,76503.0,0.023,0.9992,"(0.023,0.9992)",0.5644783,0.1598771,0.0255607,0.6753,0.9858,0.5656,0.1559,0.4675
MOD13Q1_006__250m_16_days_NDVI_doy2002001_aid0001,_250m_16_days_NDVI,aid0001,2002-01-01,75943.0,0.0078,0.9992,"(0.0078,0.9992)",0.3982132,0.1917322,0.0367612,0.5246,0.941,0.3841,0.0078,0.2467
MOD13Q1_006__250m_16_days_NDVI_doy2002017_aid0001,_250m_16_days_NDVI,aid0001,2002-01-17,75894.0,0.0151,0.9988,"(0.0151,0.9988)",0.6043767,0.1820385,0.033138,0.7576,0.9988,0.6107,0.069,0.4821
MOD13Q1_006__250m_16_days_NDVI_doy2002033_aid0001,_250m_16_days_NDVI,aid0001,2002-02-02,76336.0,0.0157,0.9983,"(0.0157,0.9983)",0.6469167,0.1615043,0.0260837,0.7792,0.9983,0.6707,0.2188,0.5549
MOD13Q1_006__250m_16_days_NDVI_doy2002049_aid0001,_250m_16_days_NDVI,aid0001,2002-02-18,76448.0,0.0622,0.9842,"(0.0622,0.9842)",0.6196114,0.1375528,0.0189208,0.7444,0.9842,0.6195,0.1404,0.5022
MOD13Q1_006__250m_16_days_NDVI_doy2002065_aid0001,_250m_16_days_NDVI,aid0001,2002-03-06,75895.0,0.0276,0.9993,"(0.0276,0.9993)",0.540474,0.205116,0.0420726,0.704,0.9993,0.551,0.0276,0.3885
MOD13Q1_006__250m_16_days_NDVI_doy2002081_aid0001,_250m_16_days_NDVI,aid0001,2002-03-22,75319.0,0.0216,0.9991,"(0.0216,0.9991)",0.531129,0.2156317,0.046497,0.6886,0.9991,0.5585,0.0216,0.3909
MOD13Q1_006__250m_16_days_NDVI_doy2002097_aid0001,_250m_16_days_NDVI,aid0001,2002-04-07,76235.0,0.0372,0.9982,"(0.0372,0.9982)",0.6272942,0.1592928,0.0253742,0.7697,0.9982,0.6302,0.1155,0.508
MOD13Q1_006__250m_16_days_NDVI_doy2002113_aid0001,_250m_16_days_NDVI,aid0001,2002-04-23,76446.0,0.0151,0.9984,"(0.0151,0.9984)",0.6371668,0.1372517,0.018838,0.7591,0.9984,0.6459,0.1864,0.529925
MOD13Q1_006__250m_16_days_NDVI_doy2002129_aid0001,_250m_16_days_NDVI,aid0001,2002-05-09,76481.0,0.1958,0.9666,"(0.1958,0.9666)",0.6314763,0.1313392,0.01725,0.7513,0.9666,0.6262,0.1958,0.5219
MOD13Q1_006__250m_16_days_NDVI_doy2002145_aid0001,_250m_16_days_NDVI,aid0001,2002-05-25,76503.0,0.1688,0.8865,"(0.1688,0.8865)",0.6138024,0.1491533,0.0222467,0.7513,0.8865,0.6103,0.1688,0.4871
MOD13Q1_006__250m_16_days_NDVI_doy2002161_aid0001,_250m_16_days_NDVI,aid0001,2002-06-10,76503.0,0.1694,0.9914,"(0.1694,0.9914)",0.5825076,0.1493931,0.0223183,0.7133,0.9914,0.5779,0.1694,0.46055
MOD13Q1_006__250m_16_days_NDVI_doy2002177_aid0001,_250m_16_days_NDVI,aid0001,2002-06-26,76503.0,0.1597,0.8873,"(0.1597,0.8873)",0.5465922,0.1540481,0.0237308,0.6748,0.8873,0.5433,0.1597,0.4252
MOD13Q1_006__250m_16_days_NDVI_doy2002193_aid0001,_250m_16_days_NDVI,aid0001,2002-07-12,76503.0,0.1421,0.9666,"(0.1421,0.9666)",0.5152872,0.1533228,0.0235079,0.636,0.9666,0.5157,0.1421,0.4019
MOD13Q1_006__250m_16_days_NDVI_doy2002209_aid0001,_250m_16_days_NDVI,aid0001,2002-07-28,76503.0,0.1387,0.8811,"(0.1387,0.8811)",0.4885357,0.1418756,0.0201287,0.5919,0.8811,0.4877,0.1387,0.3874
MOD13Q1_006__250m_16_days_NDVI_doy2002225_aid0001,_250m_16_days_NDVI,aid0001,2002-08-13,76491.0,0.1327,0.9339,"(0.1327,0.9339)",0.4668438,0.1441347,0.0207748,0.5659,0.8686,0.4612,0.1327,0.36335
MOD13Q1_006__250m_16_days_NDVI_doy2002241_aid0001,_250m_16_days_NDVI,aid0001,2002-08-29,76499.0,0.1488,0.9135,"(0.1488,0.9135)",0.4755677,0.1398301,0.0195525,0.5731,0.8715,0.4744,0.1488,0.3735
MOD13Q1_006__250m_16_days_NDVI_doy2002257_aid0001,_250m_16_days_NDVI,aid0001,2002-09-14,76499.0,0.1284,0.9056,"(0.1284,0.9056)",0.4762412,0.130604,0.0170574,0.572,0.8607,0.4753,0.1284,0.3766
MOD13Q1_006__250m_16_days_NDVI_doy2002273_aid0001,_250m_16_days_NDVI,aid0001,2002-09-30,76481.0,0.059,0.9934,"(0.059,0.9934)",0.5146586,0.150677,0.0227036,0.6324,0.9729,0.507,0.059,0.3919
MOD13Q1_006__250m_16_days_NDVI_doy2002289_aid0001,_250m_16_days_NDVI,aid0001,2002-10-16,76165.0,0.0064,0.9985,"(0.0064,0.9985)",0.5058212,0.1802955,0.0325065,0.6363,0.9876,0.5288,0.0498,0.4017
MOD13Q1_006__250m_16_days_NDVI_doy2002305_aid0001,_250m_16_days_NDVI,aid0001,2002-11-01,76337.0,0.0142,0.9957,"(0.0142,0.9957)",0.5829465,0.1370352,0.0187786,0.69,0.9957,0.5834,0.1749,0.4839
MOD13Q1_006__250m_16_days_NDVI_doy2002321_aid0001,_250m_16_days_NDVI,aid0001,2002-11-17,75866.0,-0.0081,0.9992,"(-0.0081,0.9992)",0.5686657,0.2059593,0.0424192,0.7277,0.9992,0.602,0.0279,0.4476
MOD13Q1_006__250m_16_days_NDVI_doy2002337_aid0001,_250m_16_days_NDVI,aid0001,2002-12-03,75123.0,0.0073,0.9986,"(0.0073,0.9986)",0.5230025,0.2124174,0.0451211,0.6914,0.9986,0.5263,0.0073,0.3762
MOD13Q1_006__250m_16_days_NDVI_doy2002353_aid0001,_250m_16_days_NDVI,aid0001,2002-12-19,76502.0,0.0284,0.9985,"(0.0284,0.9985)",0.6007367,0.1611753,0.0259775,0.735,0.9985,0.5952,0.1016,0.4814
MOD13Q1_006__250m_16_days_NDVI_doy2003001_aid0001,_250m_16_days_NDVI,aid0001,2003-01-01,75855.0,0.0082,0.9985,"(0.0082,0.9985)",0.5775823,0.1857556,0.0345051,0.7246,0.9985,0.5892,0.0795,0.4665
MOD13Q1_006__250m_16_days_NDVI_doy2003017_aid0001,_250m_16_days_NDVI,aid0001,2003-01-17,75704.0,0.0039,0.9995,"(0.0039,0.9995)",0.561025,0.1900181,0.0361069,0.7102,0.9995,0.5677,0.0452,0.4442
MOD13Q1_006__250m_16_days_NDVI_doy2003033_aid0001,_250m_16_days_NDVI,aid0001,2003-02-02,76188.0,0.0159,0.9993,"(0.0159,0.9993)",0.5860675,0.1706597,0.0291247,0.7241,0.9993,0.5867,0.0934,0.4718
MOD13Q1_006__250m_16_days_NDVI_doy2003049_aid0001,_250m_16_days_NDVI,aid0001,2003-02-18,75008.0,0.0079,0.9992,"(0.0079,0.9992)",0.4646746,0.214772,0.046127,0.6215,0.9992,0.4578,0.0079,0.2935
MOD13Q1_006__250m_16_days_NDVI_doy2003065_aid0001,_250m_16_days_NDVI,aid0001,2003-03-06,75933.0,-0.0073,0.9979,"(-0.0073,0.9979)",0.5669697,0.179044,0.0320568,0.7017,0.9979,0.5866,0.074,0.4506
MOD13Q1_006__250m_16_days_NDVI_doy2003081_aid0001,_250m_16_days_NDVI,aid0001,2003-03-22,75425.0,0.0165,0.9993,"(0.0165,0.9993)",0.556971,0.1968297,0.0387419,0.7154,0.9993,0.5539,0.0165,0.4345
MOD13Q1_006__250m_16_days_NDVI_doy2003097_aid0001,_250m_16_days_NDVI,aid0001,2003-04-07,76060.0,0.0147,0.9993,"(0.0147,0.9993)",0.6016335,0.1665476,0.0277381,0.7385,0.9993,0.6118,0.1325,0.4961
MOD13Q1_006__250m_16_days_NDVI_doy2003113_aid0001,_250m_16_days_NDVI,aid0001,2003-04-23,75957.0,0.0112,0.999,"(0.0112,0.999)",0.5511122,0.1890747,0.0357492,0.6991,0.999,0.5529,0.0377,0.4345
MOD13Q1_006__250m_16_days_NDVI_doy2003129_aid0001,_250m_16_days_NDVI,aid0001,2003-05-09,76501.0,0.2049,0.9584,"(0.2049,0.9584)",0.6179498,0.1502053,0.0225616,0.7589,0.9584,0.6128,0.2049,0.4891
MOD13Q1_006__250m_16_days_NDVI_doy2003145_aid0001,_250m_16_days_NDVI,aid0001,2003-05-25,76495.0,0.1716,0.9726,"(0.1716,0.9726)",0.6001335,0.1497533,0.022426,0.7354,0.9726,0.5987,0.1716,0.4777
MOD13Q1_006__250m_16_days_NDVI_doy2003161_aid0001,_250m_16_days_NDVI,aid0001,2003-06-10,76503.0,0.1528,0.8723,"(0.1528,0.8723)",0.578052,0.1550458,0.0240392,0.7147,0.8723,0.5801,0.1528,0.455
MOD13Q1_006__250m_16_days_NDVI_doy2003177_aid0001,_250m_16_days_NDVI,aid0001,2003-06-26,76503.0,0.1399,0.8769,"(0.1399,0.8769)",0.553094,0.1572312,0.0247216,0.68645,0.8769,0.5548,0.1399,0.4313
MOD13Q1_006__250m_16_days_NDVI_doy2003193_aid0001,_250m_16_days_NDVI,aid0001,2003-07-12,76503.0,0.1347,0.9071,"(0.1347,0.9071)",0.5149982,0.1574649,0.0247952,0.6403,0.9071,0.515,0.1347,0.3971
MOD13Q1_006__250m_16_days_NDVI_doy2003209_aid0001,_250m_16_days_NDVI,aid0001,2003-07-28,76503.0,0.1365,0.867,"(0.1365,0.867)",0.4856649,0.1489044,0.0221725,0.5971,0.867,0.4831,0.1365,0.376
MOD13Q1_006__250m_16_days_NDVI_doy2003225_aid0001,_250m_16_days_NDVI,aid0001,2003-08-13,76503.0,0.1274,0.9485,"(0.1274,0.9485)",0.4871618,0.1344285,0.018071,0.5827,0.8649,0.4924,0.1274,0.3934
MOD13Q1_006__250m_16_days_NDVI_doy2003241_aid0001,_250m_16_days_NDVI,aid0001,2003-08-29,76503.0,0.1531,0.8785,"(0.1531,0.8785)",0.4858753,0.1422761,0.0202425,0.5874,0.8785,0.488,0.1531,0.3803
MOD13Q1_006__250m_16_days_NDVI_doy2003257_aid0001,_250m_16_days_NDVI,aid0001,2003-09-14,76497.0,0.0433,0.9708,"(0.0433,0.9708)",0.50055,0.1379652,0.0190344,0.6044,0.9158,0.5028,0.0805,0.3944
MOD13Q1_006__250m_16_days_NDVI_doy2003273_aid0001,_250m_16_days_NDVI,aid0001,2003-09-30,76274.0,0.0004,0.9953,"(0.0004,0.9953)",0.4803592,0.1525835,0.0232817,0.5923,0.926,0.483,0.0343,0.3689
MOD13Q1_006__250m_16_days_NDVI_doy2003289_aid0001,_250m_16_days_NDVI,aid0001,2003-10-16,76233.0,-0.0029,0.9993,"(-0.0029,0.9993)",0.5075707,0.1708623,0.0291939,0.637,0.9993,0.509,0.0196,0.3818
MOD13Q1_006__250m_16_days_NDVI_doy2003305_aid0001,_250m_16_days_NDVI,aid0001,2003-11-01,75270.0,-0.026,0.9985,"(-0.026,0.9985)",0.4824906,0.2053137,0.0421537,0.6347,0.9985,0.4838,-0.026,0.3448
MOD13Q1_006__250m_16_days_NDVI_doy2003321_aid0001,_250m_16_days_NDVI,aid0001,2003-11-17,75546.0,-0.033,0.9993,"(-0.033,0.9993)",0.3823307,0.2338638,0.0546923,0.5551,0.9993,0.3557,-0.033,0.1787
MOD13Q1_006__250m_16_days_NDVI_doy2003337_aid0001,_250m_16_days_NDVI,aid0001,2003-12-03,75700.0,-0.0342,0.9988,"(-0.0342,0.9988)",0.4900657,0.2195795,0.0482151,0.6686,0.9988,0.4909,-0.0342,0.3219
MOD13Q1_006__250m_16_days_NDVI_doy2003353_aid0001,_250m_16_days_NDVI,aid0001,2003-12-19,76503.0,0.0814,0.9648,"(0.0814,0.9648)",0.6439098,0.150932,0.0227805,0.78575,0.9648,0.642,0.1105,0.5135
MOD13Q1_006__250m_16_days_NDVI_doy2004001_aid0001,_250m_16_days_NDVI,aid0001,2004-01-01,75653.0,0.0102,0.9992,"(0.0102,0.9992)",0.6015668,0.1811568,0.0328178,0.7414,0.9992,0.6325,0.1367,0.4995
MOD13Q1_006__250m_16_days_NDVI_doy2004017_aid0001,_250m_16_days_NDVI,aid0001,2004-01-17,75677.0,-0.002,0.9983,"(-0.002,0.9983)",0.489675,0.2196385,0.0482411,0.6508,0.9983,0.4832,-0.002,0.3271
MOD13Q1_006__250m_16_days_NDVI_doy2004033_aid0001,_250m_16_days_NDVI,aid0001,2004-02-02,76289.0,0.0332,0.9949,"(0.0332,0.9949)",0.6036314,0.152974,0.0234011,0.7349,0.9949,0.6044,0.1152,0.487
MOD13Q1_006__250m_16_days_NDVI_doy2004049_aid0001,_250m_16_days_NDVI,aid0001,2004-02-18,75231.0,-0.0396,0.9984,"(-0.0396,0.9984)",0.4638689,0.2091101,0.043727,0.6254,0.9984,0.4592,-0.0396,0.3005
MOD13Q1_006__250m_16_days_NDVI_doy2004065_aid0001,_250m_16_days_NDVI,aid0001,2004-03-05,75507.0,-0.0047,0.9988,"(-0.0047,0.9988)",0.4507313,0.224684,0.0504829,0.6216,0.9988,0.4563,-0.0047,0.2608
MOD13Q1_006__250m_16_days_NDVI_doy2004081_aid0001,_250m_16_days_NDVI,aid0001,2004-03-21,76321.0,0.0409,0.9957,"(0.0409,0.9957)",0.6365344,0.1395089,0.0194627,0.7495,0.9957,0.6435,0.2486,0.5491
MOD13Q1_006__250m_16_days_NDVI_doy2004097_aid0001,_250m_16_days_NDVI,aid0001,2004-04-06,76488.0,0.0387,0.9964,"(0.0387,0.9964)",0.6615538,0.1257811,0.0158209,0.7736,0.9964,0.6665,0.2478,0.563
MOD13Q1_006__250m_16_days_NDVI_doy2004113_aid0001,_250m_16_days_NDVI,aid0001,2004-04-22,76503.0,0.193,0.9843,"(0.193,0.9843)",0.6357,0.1314941,0.0172907,0.7541,0.9843,0.6351,0.193,0.5268
MOD13Q1_006__250m_16_days_NDVI_doy2004129_aid0001,_250m_16_days_NDVI,aid0001,2004-05-08,76503.0,0.1736,0.9212,"(0.1736,0.9212)",0.5999884,0.1481044,0.0219349,0.7303,0.9212,0.5987,0.1736,0.4805
MOD13Q1_006__250m_16_days_NDVI_doy2004145_aid0001,_250m_16_days_NDVI,aid0001,2004-05-24,76487.0,0.1549,0.948,"(0.1549,0.948)",0.581817,0.1534342,0.023542,0.7146,0.948,0.5806,0.1549,0.4609
MOD13Q1_006__250m_16_days_NDVI_doy2004161_aid0001,_250m_16_days_NDVI,aid0001,2004-06-09,76503.0,0.1322,0.9839,"(0.1322,0.9839)",0.5516098,0.1559093,0.0243077,0.6821,0.9839,0.5496,0.1322,0.4309
MOD13Q1_006__250m_16_days_NDVI_doy2004177_aid0001,_250m_16_days_NDVI,aid0001,2004-06-25,76499.0,0.1411,0.9881,"(0.1411,0.9881)",0.5232351,0.1519871,0.0231001,0.6414,0.9601,0.5234,0.1411,0.4106
MOD13Q1_006__250m_16_days_NDVI_doy2004193_aid0001,_250m_16_days_NDVI,aid0001,2004-07-11,76503.0,0.13,0.929,"(0.13,0.929)",0.5074523,0.1498741,0.0224622,0.6203,0.929,0.5076,0.13,0.3985
MOD13Q1_006__250m_16_days_NDVI_doy2004209_aid0001,_250m_16_days_NDVI,aid0001,2004-07-27,76503.0,0.1269,0.8934,"(0.1269,0.8934)",0.4854696,0.1477673,0.0218352,0.5916,0.8934,0.4822,0.1269,0.3767
MOD13Q1_006__250m_16_days_NDVI_doy2004225_aid0001,_250m_16_days_NDVI,aid0001,2004-08-12,76503.0,0.1366,0.8799,"(0.1366,0.8799)",0.4671734,0.1404021,0.0197127,0.5633,0.8581,0.4639,0.1366,0.3665
MOD13Q1_006__250m_16_days_NDVI_doy2004241_aid0001,_250m_16_days_NDVI,aid0001,2004-08-28,76503.0,0.1362,0.868,"(0.1362,0.868)",0.465924,0.1364412,0.0186162,0.5598,0.8462,0.4672,0.1362,0.3683
MOD13Q1_006__250m_16_days_NDVI_doy2004257_aid0001,_250m_16_days_NDVI,aid0001,2004-09-13,76482.0,0.0279,0.979,"(0.0279,0.979)",0.4612002,0.1472543,0.0216838,0.5655,0.8772,0.4625,0.0279,0.3504
MOD13Q1_006__250m_16_days_NDVI_doy2004273_aid0001,_250m_16_days_NDVI,aid0001,2004-09-29,76491.0,0.0089,0.975,"(0.0089,0.975)",0.542282,0.1465681,0.0214822,0.6594,0.975,0.5505,0.0861,0.4297
MOD13Q1_006__250m_16_days_NDVI_doy2004289_aid0001,_250m_16_days_NDVI,aid0001,2004-10-15,75907.0,-0.0071,0.9985,"(-0.0071,0.9985)",0.466859,0.2110818,0.0445555,0.635,0.9985,0.4582,-0.0071,0.30595
